"IDENTIFICADOR_NOTA_FISCAL";"DATA_EMISSAO";"OPERACAO_FISCAL";"TIPO_TRANSACAO";"CODIGO_PEDIDO_MULTICANAL";"CODIGO_FILIAL";"TRANSACAO_CLIENTE";"CODIGO_NOTA_FISCAL_ORIGEM";"FORMA_PAGAMENTO";"VALOR_NOTA_FISCAL";"NUMERO_NOTA_FISCAL";"DATA_ATUALIZACAO";"LOJA_24H";"ESTADO";"ENDERECO";"BAIRRO";"CIDADE";"CEP"
921228321;"16/08/2012";1;;;1456;2;;1;18.53;6035;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228322;"16/08/2012";1;;;1456;2;;5;13.48;6031;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228323;"16/08/2012";1;;;1456;2;;1;46.8;6039;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228324;"16/08/2012";1;;;1456;2;;1;3.3;6041;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228327;"16/08/2012";1;;;1456;2;;1;120.73;6042;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228329;"16/08/2012";1;;;1456;2;;1;17.4;6045;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228332;"16/08/2012";1;;;1456;2;;1;19.89;6040;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228333;"16/08/2012";1;;;1456;2;;1;17.85;6046;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228334;"16/08/2012";1;;;1456;2;;1;33.07;6049;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228335;"16/08/2012";1;;;1456;2;;4;7.56;6050;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228336;"16/08/2012";1;;;1456;2;;4;36.53;6047;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228337;"16/08/2012";1;;;1456;2;;1;19.2;6053;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228338;"16/08/2012";1;;;1456;2;;12;10.99;6054;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228339;"16/08/2012";1;;;1456;2;;1;32.59;6052;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228340;"16/08/2012";1;;;1456;2;;1;34.68;6055;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228341;"16/08/2012";1;;;1456;2;;6;97.47;6057;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228343;"16/08/2012";1;;;1456;2;;4;59.79;6059;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228344;"16/08/2012";1;;;1456;2;;1;5.9;6061;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228346;"16/08/2012";1;;;1456;2;;1;41.39;6064;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228348;"16/08/2012";1;;;1456;2;;1;15.9;6056;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228351;"16/08/2012";1;;;1456;2;;4;64.29;6065;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228353;"16/08/2012";1;;;1456;2;;5;28.05;6070;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228355;"16/08/2012";1;;;1456;2;;6;48.22;6075;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228356;"16/08/2012";1;;;1456;2;;1;6.55;6077;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228357;"16/08/2012";1;;;1456;2;;1;19.48;6082;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228360;"16/08/2012";1;;;1456;2;;1;113.04;6081;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228361;"16/08/2012";1;;;1456;2;;1;1.49;6083;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228362;"16/08/2012";1;;;1456;2;;4;20.53;6084;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228363;"16/08/2012";1;;;1456;2;;5;59.92;6086;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228364;"16/08/2012";1;;;1456;2;;5;41.99;6088;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228366;"16/08/2012";1;;;1456;2;;1;5.3;6080;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228367;"16/08/2012";1;;;1456;2;;5;75.59;6090;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228368;"16/08/2012";1;;;1456;2;;1;5.7;6094;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228369;"16/08/2012";1;;;1456;2;;1;50.35;6097;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228370;"16/08/2012";1;;;1456;2;;4;22.06;6095;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228375;"16/08/2012";1;;;1456;2;;4;112.01;6098;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228376;"16/08/2012";1;;;1456;2;;1;1.8;6093;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228378;"16/08/2012";1;;;1456;2;;5;64.9;6100;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228379;"16/08/2012";1;;;1456;2;;1;4.92;6103;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228380;"16/08/2012";1;;;1456;2;;4;29.32;6104;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228381;"16/08/2012";1;;;1456;2;;1;7.99;6102;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228382;"16/08/2012";1;;;1456;2;;1;20.13;6106;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228384;"16/08/2012";1;;;1456;2;;1;106.67;6109;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228385;"16/08/2012";1;;;1456;2;;1;8.17;6110;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228386;"16/08/2012";1;;;1456;2;;5;2.55;6112;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228387;"16/08/2012";1;;;1456;2;;1;20.58;6114;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228389;"16/08/2012";1;;;1456;2;;1;5.18;6111;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228391;"16/08/2012";1;;;1456;2;;1;9.2;6115;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228392;"16/08/2012";1;;;1456;2;;4;79.8;6118;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228395;"16/08/2012";1;;;1456;2;;5;85.78;6116;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228396;"16/08/2012";1;;;1456;2;;1;38.85;6120;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228397;"16/08/2012";1;;;1456;2;;4;10.35;6121;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228400;"16/08/2012";1;;;1456;2;;1;26.12;6124;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228401;"16/08/2012";1;;;1456;2;;4;70.24;6125;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228402;"16/08/2012";1;;;1456;2;;1;13.39;6123;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228403;"16/08/2012";1;;;1456;2;;5;32.78;6128;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228405;"16/08/2012";1;;;1456;2;;5;29.58;6130;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228406;"16/08/2012";1;;;1456;2;;1;14.02;6134;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228411;"16/08/2012";1;;;1456;2;;5;356.92;6135;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228412;"16/08/2012";1;;;1456;2;;1;44.54;6127;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228413;"16/08/2012";1;;;1456;2;;1;5.31;6139;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228414;"16/08/2012";1;;;1456;2;;1;12.14;6141;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228415;"16/08/2012";1;;;1456;2;;1;38.32;6140;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228416;"16/08/2012";1;;;1456;2;;1;18.45;6142;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228417;"16/08/2012";1;;;1456;2;;1;8.96;6146;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228418;"16/08/2012";1;;;1456;2;;1;10.07;6145;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228419;"16/08/2012";1;;;1456;2;;5;20.96;6143;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228421;"16/08/2012";1;;;1456;2;;1;28.06;6148;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228424;"16/08/2012";1;;;1456;2;;5;12.61;6149;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228425;"16/08/2012";1;;;1456;2;;1;155.87;6151;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228426;"16/08/2012";1;;;1456;2;;1;18.58;6147;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228427;"16/08/2012";1;;;1456;2;;5;17.58;6152;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228428;"16/08/2012";1;;;1456;2;;1;10.59;6155;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228429;"16/08/2012";1;;;1456;2;;4;16.18;6156;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228430;"16/08/2012";1;;;1456;2;;1;22.1;6154;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228431;"16/08/2012";1;;;1456;2;;1;23.14;6159;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228432;"16/08/2012";1;;;1456;2;;1;5.98;6158;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228433;"16/08/2012";1;;;1456;2;;1;29.4;6162;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228434;"16/08/2012";1;;;1456;2;;4;19.72;6164;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228435;"16/08/2012";1;;;1456;2;;5;21.94;6160;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228436;"16/08/2012";1;;;1456;2;;1;8.75;6166;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228437;"16/08/2012";1;;;1456;2;;1;17.9;6167;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228440;"16/08/2012";1;;;1456;2;;1;1.28;6168;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228442;"16/08/2012";1;;;1456;2;;1;2.89;6169;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228443;"16/08/2012";1;;;1456;2;;4;38.96;6170;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228446;"16/08/2012";1;;;1456;2;;1;15.14;6176;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228447;"16/08/2012";1;;;1456;2;;4;33.09;6177;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228448;"16/08/2012";1;;;1456;2;;5;12.8;6179;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228449;"16/08/2012";1;;;1456;2;;5;96.32;6183;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228450;"16/08/2012";1;;;1456;2;;1;6.7;6185;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228451;"16/08/2012";1;;;1456;2;;5;11.31;6181;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228453;"16/08/2012";1;;;1456;2;;6;106.85;6189;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228455;"16/08/2012";1;;;1456;2;;1;6.07;6186;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228456;"16/08/2012";1;;;1456;2;;5;10.96;6191;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228457;"16/08/2012";1;;;1456;2;;1;13.6;6196;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228458;"16/08/2012";1;;;1456;2;;1;16.82;6197;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228459;"16/08/2012";1;;;1456;2;;5;19.6;6198;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228462;"16/08/2012";1;;;1456;2;;4;76.77;6200;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228463;"16/08/2012";1;;;1456;2;;1;33.68;6203;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228464;"16/08/2012";1;;;1456;2;;5;56.02;6206;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228465;"16/08/2012";1;;;1456;2;;5;161.93;6204;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228466;"16/08/2012";1;;;1456;2;;1;10.7;6202;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228468;"16/08/2012";1;;;1456;2;;5;11.89;6208;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228476;"16/08/2012";1;;;1456;2;;1;4.4;6213;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228479;"16/08/2012";1;;;1456;2;;5;12.93;6211;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228481;"16/08/2012";1;;;1456;2;;1;10.1;6210;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228482;"16/08/2012";1;;;1456;2;;1;30.32;6215;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228483;"16/08/2012";1;;;1456;2;;1;5.3;6216;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228484;"16/08/2012";1;;;1456;2;;1;4.78;6217;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228485;"16/08/2012";1;;;1456;2;;1;3.92;6214;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228486;"16/08/2012";1;;;1456;2;;1;31.26;6218;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228489;"16/08/2012";1;;;1456;2;;1;7.28;6220;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228493;"16/08/2012";1;;;1456;2;;1;76.63;6221;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228494;"16/08/2012";1;;;1456;2;;1;3.98;6224;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228495;"16/08/2012";1;;;1456;2;;1;15.51;6219;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228496;"16/08/2012";1;;;1456;2;;5;39.07;6225;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228497;"16/08/2012";1;;;1456;2;;1;9.68;6227;"04/06/2013";0;MT;AVENIDA COUTO MAGALHÃES;CENTRO-NORTE;VÁRZEA GRANDE;"78110400"
921228825;"17/08/2012";1;;;1089;2;;1;22.48;437621;"04/06/2013";0;SP;R.MAJOR FELICIO TARABAI;CENTRO;PRESIDENTE PRUDENTE;"19010051"
921229060;"17/08/2012";1;;;1341;2;;4;83.44;366101;"04/06/2013";1;GO;AVENIDA T 63;ST B VISTA;GOIÂNIA;"74823340"
921229360;"17/08/2012";1;;;1354;2;;5;49.15;303701;"04/06/2013";0;GO;AV. 24 DE OUTUBRO;SETOR CAMPINAS;GOIANIA;"74505011"
921229673;"17/08/2012";1;;;1367;2;;4;105.31;189885;"04/06/2013";1;DF;CLN 308 BLOCO E;A NORTE;BRASÍLIA;"70747550"
921229922;"17/08/2012";1;;;1371;2;;4;77.41;613115;"04/06/2013";0;DF;SCS QUADRA 7 BLOCO A;A SUL;BRASÍLIA;"70307902"
921229926;"17/08/2012";1;;;1374;2;;4;129.42;45489;"04/06/2013";1;DF;CLN 210 BLOCO C;A NORTE;BRASÍLIA;"70862530"
921230084;"17/08/2012";1;;;1378;2;;4;82.26;69291;"04/06/2013";0;DF;CLN 104 BLOCO D;A NORTE;BRASÍLIA;"70733540"
921231076;"17/08/2012";1;;;1403;2;;4;83.49;125353;"04/06/2013";0;DF;CNC 3;T NORTE (TAGUATINGA);BRASÍLIA;"72115535"
921231077;"17/08/2012";1;;;1407;2;;4;255.59;165195;"04/06/2013";0;DF;CLN 307 BLOCO C;A NORTE;BRASÍLIA;"70746530"
921231352;"17/08/2012";1;;;1416;2;;4;84.8;119310;"04/06/2013";0;DF;QUADRA 1 CONJUNTO G;ST SUL (GAMA);BRASÍLIA;"72410107"
921231354;"17/08/2012";1;;;1426;2;;4;127.96;131902;"04/06/2013";0;GO;AVENIDA ANHANGUERA;ST CENTRAL;GOIÂNIA;"74043010"
921232478;"18/08/2012";1;;;1341;2;;4;100.09;155508;"04/06/2013";1;GO;AVENIDA T 63;ST B VISTA;GOIÂNIA;"74823340"
921232807;"18/08/2012";1;;;1346;2;;4;123.7;67751;"04/06/2013";0;GO;RUA 85;SETOR SUL;GOIANIA;"74080010"
921232808;"18/08/2012";1;;;1348;2;;5;120.77;506592;"04/06/2013";1;GO;RUA 10;ST SUL;GOIÂNIA;"74080420"
921232809;"18/08/2012";1;;;1351;2;;5;46.9;325862;"04/06/2013";0;GO;EDMUNDO PINHEIRO DE ABREU;ST P LUDOVICO;GOIÂNIA;"74823030"
921233046;"18/08/2012";1;;;1353;2;;1;66.34;419702;"04/06/2013";0;GO;PRAÇA COMENDADOR GERMANO RORIZ;ST SUL;GOIÂNIA;"74093320"
921233047;"18/08/2012";1;;;1353;2;;4;51.65;419683;"04/06/2013";0;GO;PRAÇA COMENDADOR GERMANO RORIZ;ST SUL;GOIÂNIA;"74093320"
921233048;"18/08/2012";1;;;1353;2;;1;158.6;419721;"04/06/2013";0;GO;PRAÇA COMENDADOR GERMANO RORIZ;ST SUL;GOIÂNIA;"74093320"
921233049;"18/08/2012";1;;;1357;2;;1;46.9;515146;"04/06/2013";0;GO;AVENIDA QUARTA RADIAL;ST P LUDOVICO;GOIÂNIA;"74830130"
921233270;"18/08/2012";1;;;1361;2;;4;140.7;126532;"04/06/2013";0;DF;SCN QUADRA 5 BLOCO A;A NORTE;BRASÍLIA;"70715900"
921233485;"18/08/2012";1;;;1394;2;;1;56.75;60701;"04/06/2013";0;GO;AV T-9, QD 537;JARDIM AMERICA;GOIANIA;"74255220"
921233486;"18/08/2012";1;;;1399;2;;1;168.68;182481;"04/06/2013";0;GO;AV C-4, 32, QD 489;JARDIM AMERICA;GOIANIA;"74265040"
921233673;"18/08/2012";1;;;1405;2;;5;158.54;145544;"04/06/2013";0;DF;C 8;T CENTRO (TAGUATINGA);BRASÍLIA;"72010080"
921234200;"19/08/2012";1;;;1380;2;;1;86.32;408349;"04/06/2013";0;DF;CLS 111 BLOCO C;A SUL;BRASÍLIA;"70374530"
921234201;"19/08/2012";1;;;1384;2;;5;107.61;214422;"04/06/2013";0;GO;AVENIDA 85;ST MARISTA;GOIÂNIA;"74160010"
921234419;"19/08/2012";1;;;1391;2;;4;87.7;130358;"04/06/2013";0;DF;CLSW 302 BLOCO B;ST SUDOESTE;BRASÍLIA;"70673612"
921234421;"19/08/2012";1;;;1398;2;;4;71.29;184799;"04/06/2013";0;DF;CLN 102 BLOCO B;A NORTE;BRASÍLIA;"70722520"
921234422;"19/08/2012";1;;;1409;2;;5;46.9;130960;"04/06/2013";0;DF;CLS 307 BLOCO D;A SUL;BRASÍLIA;"70354540"
921234423;"19/08/2012";1;;;1398;2;;5;59.78;169647;"04/06/2013";0;DF;CLN 102 BLOCO B;A NORTE;BRASÍLIA;"70722520"
921234672;"19/08/2012";1;;;1413;2;;5;65.77;171375;"04/06/2013";0;DF;QUADRA CENTRAL BLOCO 12;SOBRADINHO;BRASÍLIA;"73010522"
921234673;"19/08/2012";1;;;1418;2;;1;46.9;102768;"04/06/2013";0;DF;CLS 116 BLOCO B;A SUL;BRASÍLIA;"70386520"
921238420;"19/08/2012";1;;;1056;2;;5;22.81;220887;"04/06/2013";0;SP;AVENIDA GIOVANNI GRONCHI;VL ANDRADE;SÃO PAULO;"05724003"
921238443;"19/08/2012";1;;;1056;2;;4;426.2;182076;"04/06/2013";0;SP;AVENIDA GIOVANNI GRONCHI;VL ANDRADE;SÃO PAULO;"05724003"
921238444;"19/08/2012";1;;;1056;2;;4;75.72;182089;"04/06/2013";0;SP;AVENIDA GIOVANNI GRONCHI;VL ANDRADE;SÃO PAULO;"05724003"
921238487;"19/08/2012";1;;;1056;2;;4;70.43;152436;"04/06/2013";0;SP;AVENIDA GIOVANNI GRONCHI;VL ANDRADE;SÃO PAULO;"05724003"
